"VLoad"	"CD4"	"tissue"	"score_shannon"	"score_distance"
4.56496140424717	"hi"	"brain"	0.300351454643533	0.276920748874545
-0.458293191764813	"hi"	"brain"	2.79569522594102	1.22963185282424
2.01204108025561	"hi"	"brain"	2.37801155075431	1.59341773297638
1.19666088303217	"hi"	"brain"	0.722716016462073	1.65141591057181
-0.511220497896588	"hi"	"brain"	2.58410634240136	0.533623794093728
0.519492300046213	"hi"	"brain"	2.68057872657664	0.847649147268385
-1.34801164916097	"hi"	"brain"	1.0877253068611	0.316291163675487
1.98005840131599	"hi"	"brain"	4.72904620692134	1.53976234560832
0.46641311655942	"hi"	"brain"	1.81771079776809	0.860446428414434
-1.0729149571526	"hi"	"brain"	3.69037905358709	0.328850280959159
1.90997538493265	"lo"	"brain"	4.36536092194729	1.54248076770455
-1.69587598727809	"lo"	"brain"	0.75140300556086	0.0475270259194076
3.04860253717165	"lo"	"brain"	2.157316734083	0.680939700920135
1.29616660171133	"lo"	"brain"	4.50182303553447	0.808444567490369
4.36442704291276	"lo"	"brain"	0.0145785335917026	1.58429814362898
3.69580507178688	"lo"	"brain"	0.495856390334666	1.06399127980694
-0.344984666995975	"lo"	"brain"	1.52422632323578	1.14297031611204
3.68493345811748	"lo"	"brain"	1.07897211913951	1.85741011425853
2.43482948061548	"lo"	"brain"	4.20044011552818	1.37531246617436
1.88478424433571	"lo"	"brain"	4.54239829094149	1.97295130882412
2.14659657840479	"hi"	"spinalCord"	2.33104487066157	1.02662874991074
4.75693551479452	"hi"	"spinalCord"	2.73363094660453	1.97098846919835
2.80959984852409	"hi"	"spinalCord"	2.1419733192306	0.473528209608048
2.3305804985481	"hi"	"spinalCord"	2.87968972348608	1.8165896628052
1.1729181997778	"hi"	"spinalCord"	2.72680564317852	1.35907332971692
1.17375455763336	"hi"	"spinalCord"	1.39841516152956	1.34268942428753
3.50364630999964	"hi"	"spinalCord"	4.7317004238721	1.66944914497435
0.876703503478364	"hi"	"spinalCord"	2.03708678134717	0.0383586753159761
2.88421630162047	"hi"	"spinalCord"	3.90880216727965	0.742190915159881
-0.646764262435012	"hi"	"spinalCord"	4.00112369912677	1.02633724873886
1.51267820679362	"lo"	"spinalCord"	1.29864707123488	1.28025141078979
1.2332472694363	"lo"	"spinalCord"	2.65883964602835	0.132389071863145
1.16068362624169	"lo"	"spinalCord"	0.89529775083065	1.33102833898738
-0.079482108480461	"lo"	"spinalCord"	3.05056939949282	0.968075503129512
-1.85849264098116	"lo"	"spinalCord"	2.95215424266644	0.4476736234501
1.70423086358818	"lo"	"spinalCord"	0.311562648275867	0.110881335102022
1.67966690112933	"lo"	"spinalCord"	2.62637477950193	0.899272899143398
1.18161410573916	"lo"	"spinalCord"	4.86031624488533	1.22497482970357
1.36629325647183	"lo"	"spinalCord"	1.50604662718251	0.356780330184847
2.53692192842726	"lo"	"spinalCord"	1.42343376995996	0.890526316128671
