"VLoad"	"CD4"	"tissue"	"score_shannon"	"score_distance"
-1.50692653106274	"hi"	"brain"	2.63892253045924	0.946801743470132
-1.19996830735491	"hi"	"brain"	4.63275323389098	1.26376371923834
0.180966606486615	"hi"	"brain"	3.76472716568969	0.12293589161709
-0.54648583749742	"hi"	"brain"	3.57005932833999	0.399129290599376
-1.31778414830814	"hi"	"brain"	0.767924169776961	0.736663608346134
-1.98778020786617	"hi"	"brain"	1.87845771550201	0.736406801268458
-1.05125387609668	"hi"	"brain"	3.4812610631343	1.77841691952199
0.275105813270704	"hi"	"brain"	4.61168036446907	0.205357080791146
-0.417987639036001	"hi"	"brain"	4.85035367775708	0.872933560516685
2.77102630342118	"hi"	"brain"	4.08572426415049	1.84073003428057
0.882834099231693	"lo"	"brain"	2.42914607748389	0.883983219508082
0.382995881675217	"lo"	"brain"	0.190797551767901	1.14192002732307
-1.62080816137596	"lo"	"brain"	3.32164746825583	0.164540634956211
1.79853049799716	"lo"	"brain"	3.34684024914168	1.99684408213943
2.12272185047123	"lo"	"brain"	0.823609767248854	0.76172166550532
0.90644038485543	"lo"	"brain"	3.65492905955762	1.25372788170353
-1.96838501058539	"lo"	"brain"	2.99931314541027	0.45689707249403
0.934489221781595	"lo"	"brain"	1.67381757870317	0.64553677290678
-1.5333475463181	"lo"	"brain"	1.74861611216329	1.59858491690829
0.541798610751668	"lo"	"brain"	2.80640806187876	0.4541085511446
-1.88757780311341	"hi"	"spinalCord"	1.1341691436246	1.88723649596795
-3.96932451107064	"hi"	"spinalCord"	3.80077460431494	0.832450947258621
-2.19444355163886	"hi"	"spinalCord"	1.01962518296205	0.480501839425415
-0.55477806241925	"hi"	"spinalCord"	3.26292698504403	1.81814514985308
-3.24781151419281	"hi"	"spinalCord"	3.46205407870002	1.40548680908978
3.77828762656924	"hi"	"spinalCord"	3.67793604033068	1.43491645436734
2.6673557422255	"hi"	"spinalCord"	3.73619336518459	0.207669128198177
0.588385275132402	"hi"	"spinalCord"	1.90184451290406	0.724686437286437
4.15874685021681	"hi"	"spinalCord"	3.61535145901144	1.23716508038342
0.689749018543202	"hi"	"spinalCord"	3.48895491100848	1.12029487453401
3.0754829505237	"lo"	"spinalCord"	4.7232448682189	0.71999035589397
1.3546143393572	"lo"	"spinalCord"	3.0952744174283	1.76187467435375
2.32335638277479	"lo"	"spinalCord"	3.14673760440201	0.498594137374312
3.63446456135825	"lo"	"spinalCord"	1.84758920222521	1.6332856407389
-0.593172570771398	"lo"	"spinalCord"	3.24936441378668	0.833849599584937
1.58414915522653	"lo"	"spinalCord"	4.36487570521422	1.40778839448467
-2.17250254301806	"lo"	"spinalCord"	4.83385235769674	1.56798233091831
2.19221025524443	"lo"	"spinalCord"	1.5389229322318	0.938602928072214
1.55225598623616	"lo"	"spinalCord"	2.67993867397308	0.363582879304886
0.712892475973128	"lo"	"spinalCord"	1.40906886314042	1.48564202897251
